# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
EPIC 212737443 c,EPIC 212737443,Transit,2019,65.55000000,0.280000,2.690,2.170000,0.200000,316,4684.00,0.67,0.69,4.62,3.19000,336.2500000
EPIC 220492298 b,EPIC 220492298,Transit,2021,0.76240600,,0.990,5.310000,,,5620.00,0.89,0.95,4.50,0.97092,624.5120000
EPIC 220554210 c,K2-282,Transit,2019,0.70531000,,1.600,4.280000,,,5499.00,1.00,0.94,4.50,1.44200,496.2890000
EPIC 220674823 b,EPIC 220674823,Transit,2016,0.57129200,0.013260,1.725,8.770000,0.000000,2300,5532.00,0.99,0.95,4.45,1.35000,244.5900000
EPIC 220674823 c,EPIC 220674823,Transit,2016,13.33970000,0.108300,2.836,2.120000,0.130000,805,5532.00,0.99,0.95,4.45,1.35000,244.5900000
EPIC 228836835 b,EPIC 228836835,Transit,2021,0.72811300,,1.100,5.660000,,932,3782.00,0.32,0.42,5.00,7.73989,150.1240000
EPIC 229004835 b,EPIC 229004835,Transit,2023,16.14113200,0.123700,2.332,4.490000,0.230000,804,5868.00,1.00,0.97,4.47,1.52564,121.9710000
EPIC 246851721 b,EPIC 246851721,Transit,2018,6.18023500,0.072290,11.781,3.100000,,1401,6202.00,1.59,1.32,4.16,0.46500,372.6320000
EPIC 248847494 b,EPIC 248847494,Transit,2018,3650.00000000,4.500000,12.442,,0.000000,183,4898.00,2.70,0.90,3.52,0.06400,551.8860000
EPIC 249893012 b,EPIC 249893012,Transit,2020,3.59510000,0.047000,1.950,6.390000,0.060000,1616,5430.00,1.71,1.05,3.99,0.29800,321.2960000
EPIC 249893012 c,EPIC 249893012,Transit,2020,15.62400000,0.130000,3.670,1.620000,0.070000,990,5430.00,1.71,1.05,3.99,0.29800,321.2960000
EPIC 249893012 d,EPIC 249893012,Transit,2020,35.74700000,0.220000,3.940,0.910000,0.150000,752,5430.00,1.71,1.05,3.99,0.29800,321.2960000
FU Tau b,FU Tau,Imaging,2008,,800.000000,12.200,15.400000,,2375,2838.00,,0.05,,,133.4950466
G 264-012 b,G 264-012,Radial Velocity,2021,2.30538000,0.022790,1.390,5.120000,,587,3326.00,0.30,0.30,4.85,13.25922,16.0090000
G 264-012 c,G 264-012,Radial Velocity,2021,8.05180000,0.052500,1.760,3.780000,,387,3326.00,0.30,0.30,4.85,13.25922,16.0090000
G 9-40 b,G 9-40,Transit,2019,5.74600700,0.038500,2.025,,0.000000,456,3348.00,0.31,0.29,4.93,14.11000,27.9276000
GJ 1002 b,GJ 1002,Radial Velocity,2022,10.34650000,0.045700,1.030,5.430000,,231,3024.00,0.14,0.12,5.10,55.44255,4.8486700
GJ 1002 c,GJ 1002,Radial Velocity,2022,21.20200000,0.073800,1.100,5.610000,,182,3024.00,0.14,0.12,5.10,55.44255,4.8486700
GJ 1061 b,GJ 1061,Radial Velocity,2020,3.20400000,0.021000,1.100,5.660000,0.310000,,2953.00,0.16,0.12,5.16,47.56190,3.6727800
GJ 1061 c,GJ 1061,Radial Velocity,2020,6.68900000,0.035000,1.180,5.820000,0.290000,,2953.00,0.16,0.12,5.16,47.56190,3.6727800
GJ 1061 d,GJ 1061,Radial Velocity,2020,13.03100000,0.054000,1.160,5.770000,0.530000,,2953.00,0.16,0.12,5.16,47.56190,3.6727800
GJ 1132 b,GJ 1132,Transit,2015,1.62893100,0.015300,1.130,6.300000,0.220000,529,3270.00,0.21,0.18,4.88,15.40000,12.6130000
GJ 1132 c,GJ 1132,Radial Velocity,2018,8.92900000,0.047600,1.430,4.960000,0.270000,300,3270.00,0.21,0.18,5.02,23.78462,12.6130000
GJ 1148 b,GJ 1148,Radial Velocity,2010,41.38000000,0.166000,11.900,0.315000,0.380000,,3287.00,0.36,0.34,4.87,10.52554,11.0143000
GJ 1148 c,GJ 1148,Radial Velocity,2017,532.58000000,0.912000,9.710,0.409000,0.342000,,3287.00,0.36,0.34,4.87,10.52554,11.0143000
GJ 1151 c,GJ 1151,Radial Velocity,2023,389.70000000,0.571400,3.250,1.700000,,,3280.00,0.18,0.16,5.09,29.34709,8.0362500
GJ 1214 b,GJ 1214,Transit,2009,1.58040453,0.015050,2.733,2.260000,0.006200,567,3101.00,0.22,0.18,5.03,25.41000,14.6427000
GJ 1252 b,GJ 1252,Transit,2020,0.51823310,0.009150,1.193,4.200000,0.000000,1089,3458.00,0.39,0.38,4.89,8.99304,20.3730000
GJ 1265 b,GJ 1265,Radial Velocity,2018,3.65110000,0.026000,2.630,2.240000,0.040000,,3236.00,0.19,0.18,5.09,,10.2525000
GJ 143 b,GJ 143,Transit,2019,35.61253000,0.191500,2.610,7.000000,0.188000,422,4640.00,0.70,0.73,4.61,3.03000,16.3200000
GJ 15 A b,GJ 15 A,Radial Velocity,2014,11.44070000,0.072000,1.550,4.470000,0.094000,550,3607.00,0.38,0.38,4.87,8.37411,3.5622800
GJ 15 A c,GJ 15 A,Radial Velocity,2018,7600.00000000,5.400000,6.670,0.667000,0.270000,,3607.00,0.38,0.38,4.87,8.37411,3.5622800
GJ 160.2 b,GJ 160.2,Radial Velocity,2014,5.23540000,0.053000,3.170,1.760000,0.060000,,4347.00,0.66,0.69,4.61,3.12966,25.8557000
GJ 163 b,GJ 163,Radial Velocity,2013,8.63182000,0.060700,3.250,1.700000,0.073000,,3500.00,0.41,0.40,4.82,8.24778,15.1285000
GJ 163 c,GJ 163,Radial Velocity,2013,25.63058000,0.125400,2.500,2.390000,0.099000,,3500.00,0.41,0.40,4.82,8.24778,15.1285000
GJ 163 d,GJ 163,Radial Velocity,2013,603.95116000,1.030400,5.920,0.779000,0.373000,,3500.00,0.41,0.40,4.82,8.24778,15.1285000
GJ 179 b,GJ 179,Radial Velocity,2009,2288.00000000,2.410000,13.800,0.631000,0.210000,,3370.00,0.38,0.36,4.83,9.67547,12.3560000
GJ 180 b,GJ 180,Radial Velocity,2014,17.13300000,0.092000,2.430,2.490000,0.070000,,3371.00,0.41,0.43,4.81,8.12507,11.9407000
GJ 180 c,GJ 180,Radial Velocity,2014,24.32900000,0.129000,2.410,2.510000,0.090000,,3371.00,0.41,0.43,4.81,8.12507,11.9407000
GJ 180 d,GJ 180,Radial Velocity,2020,106.30000000,0.309000,2.660,2.210000,0.140000,,3811.50,0.41,0.43,4.81,8.12507,11.9407000
GJ 2030 b,GJ 2030,Radial Velocity,2022,2.38129000,0.034000,2.030,3.130000,0.239000,,5485.00,2.24,0.96,3.72,0.12025,37.0788000
GJ 2030 c,GJ 2030,Radial Velocity,2022,25533.11353000,16.761000,12.300,12.000000,0.041000,,5485.00,2.24,0.96,3.72,0.12025,37.0788000
GJ 2056 b,GJ 2056,Radial Velocity,2020,69.97100000,0.283000,4.170,1.230000,0.720000,,4069.95,0.71,0.62,4.48,2.07397,28.4434000
GJ 229 A c,GJ 229,Radial Velocity,2020,121.93268000,0.384000,2.870,1.990000,0.366000,,3912.54,0.46,0.51,4.69,4.64116,5.7562400
GJ 229 b,GJ 229,Radial Velocity,2014,579.47495000,1.086000,3.970,1.310000,0.404000,,3564.00,0.46,0.51,4.69,4.64116,5.7562400
GJ 251 b,GJ 251,Radial Velocity,2020,14.23800000,0.081800,1.830,3.590000,0.100000,351,3451.00,0.36,0.36,4.96,10.05319,5.5805700
GJ 27.1 b,GJ 27.1,Radial Velocity,2014,15.81900000,0.101000,3.660,1.460000,0.080000,,3542.00,0.52,0.53,4.72,5.21124,23.6062000
GJ 273 b,GJ 273,Radial Velocity,2017,18.64980000,0.091101,1.510,4.610000,0.100000,,3382.00,0.29,0.29,4.91,13.19438,5.9215350
GJ 273 c,GJ 273,Radial Velocity,2017,4.72340000,0.036467,1.060,5.440000,0.170000,,3382.00,0.29,0.29,4.91,13.19438,5.9215350
GJ 3021 b,GJ 3021,Radial Velocity,2000,133.71000000,0.490000,13.100,2.620000,0.511000,350,5540.00,0.90,0.90,4.70,2.00940,17.5559000
GJ 3082 b,GJ 3082,Radial Velocity,2020,11.94900000,0.079000,2.790,2.070000,0.220000,,3910.00,0.47,0.47,4.77,6.47822,16.6186000
GJ 3090 b,GJ 3090,Transit,2022,2.85310540,0.031650,2.130,1.890000,0.320000,693,3556.00,0.52,0.52,4.73,5.32000,22.4751000
GJ 3138 b,GJ 3138,Radial Velocity,2017,1.22003000,0.019700,1.180,5.950000,0.190000,,3717.00,0.50,0.68,4.63,3.47127,28.4712000
GJ 3138 c,GJ 3138,Radial Velocity,2017,5.97400000,0.057000,1.880,3.460000,0.110000,,3717.00,0.50,0.68,4.63,3.47127,28.4712000
GJ 3138 d,GJ 3138,Radial Velocity,2017,257.80000000,0.698000,3.230,1.710000,0.320000,,3717.00,0.50,0.68,4.63,3.47127,28.4712000
GJ 317 b,GJ 317,Radial Velocity,2007,695.66000000,1.151000,13.300,1.860000,0.070000,,3492.73,0.43,0.42,4.82,7.64772,15.1968000
GJ 317 c,GJ 317,Radial Velocity,2018,6739.32300000,5.230000,13.500,1.170000,0.170000,,3492.73,0.43,0.42,4.82,7.64772,15.1968000
GJ 3222 b,GJ 3222,Radial Velocity,2022,10.66669000,0.091000,3.400,1.600000,0.929000,,5257.46,0.93,0.89,4.43,,18.2381700
GJ 328 b,GJ 328,Radial Velocity,2013,3771.00000000,4.110000,13.300,1.860000,0.227000,,3897.00,0.63,0.65,4.64,3.21063,20.5266000
GJ 328 c,GJ 328,Radial Velocity,2023,241.80000000,0.657000,4.910,0.993000,,,3897.00,0.63,0.65,4.64,3.21063,20.5266000
GJ 3293 b,GJ 3293,Radial Velocity,2015,30.59870000,0.143390,5.190,0.925000,0.060000,,3466.00,0.40,0.42,4.78,6.89996,20.1903000
GJ 3293 c,GJ 3293,Radial Velocity,2015,122.61960000,0.361750,4.870,1.000000,0.110000,,3466.00,0.40,0.42,4.78,6.89996,20.1903000
GJ 3293 d,GJ 3293,Radial Velocity,2017,48.13450000,0.193940,2.670,2.190000,0.120000,,3466.00,0.40,0.42,4.78,6.89996,20.1903000
GJ 3293 e,GJ 3293,Radial Velocity,2017,13.25430000,0.082080,1.630,4.160000,0.210000,,3466.00,0.40,0.42,4.78,6.89996,20.1903000
GJ 3323 b,GJ 3323,Radial Velocity,2017,5.36360000,0.032820,1.230,5.960000,0.230000,,3159.00,0.12,0.16,,,5.3748400
GJ 3323 c,GJ 3323,Radial Velocity,2017,40.54000000,0.126400,1.320,5.520000,0.170000,,3159.00,0.12,0.16,,,5.3748400
GJ 3341 b,GJ 3341,Radial Velocity,2015,14.20700000,0.089000,2.460,2.440000,0.310000,,3526.00,0.44,0.47,4.77,6.49365,23.6190000
GJ 338 B b,GJ 338 B,Radial Velocity,2020,24.42200000,0.142000,3.250,1.700000,0.109000,391,4014.00,0.58,0.64,4.68,4.04454,6.3325600
GJ 3470 b,GJ 3470,Radial Velocity,2012,3.33664960,0.035500,4.570,0.800000,0.017000,594,3600.00,0.55,0.54,4.70,3.30000,29.4214000
GJ 3473 b,GJ 3473,Transit,2020,1.19800350,0.015890,1.264,5.030000,0.000000,773,3347.00,0.36,0.36,4.81,10.93000,27.3644000
GJ 3473 c,GJ 3473,Radial Velocity,2020,15.50900000,0.087600,2.630,2.240000,0.000000,329,3347.00,0.36,0.36,4.81,10.93000,27.3644000
GJ 3512 b,GJ 3512,Radial Velocity,2019,203.69000000,0.337000,14.300,0.275000,0.440000,,3081.00,0.14,0.12,5.16,47.47816,9.4863700
GJ 3512 c,GJ 3512,Radial Velocity,2020,1599.60000000,1.292000,9.320,0.431000,0.018300,,3081.00,0.14,0.12,5.16,47.47816,9.4863700
GJ 357 b,GJ 357,Transit,2019,3.93060000,0.036000,1.200,5.600000,,518,3505.00,0.34,0.34,4.94,13.60000,9.4418100
GJ 357 c,GJ 357,Radial Velocity,2019,9.12470000,0.061000,1.660,4.080000,,401,3505.00,0.34,0.34,4.94,13.60000,9.4418100
GJ 357 d,GJ 357,Radial Velocity,2019,55.66100000,0.204000,2.340,2.620000,,220,3505.00,0.34,0.34,4.94,13.60000,9.4418100
GJ 3634 b,GJ 3634,Radial Velocity,2010,2.64561000,0.028700,2.830,2.040000,0.080000,,3517.00,0.43,0.45,4.78,6.74048,20.3779000
GJ 367 b,GJ 367,Transit,2021,0.32192250,0.007090,0.699,10.200000,0.060000,1365,3522.00,0.46,0.46,4.78,6.69667,9.4126300
GJ 367 c,GJ 367,Radial Velocity,2023,11.53010000,,1.860,3.530000,0.090000,,3522.00,0.46,0.46,4.78,6.69667,9.4126300
GJ 367 d,GJ 367,Radial Velocity,2023,34.36900000,,2.330,2.620000,0.140000,,3522.00,0.46,0.46,4.78,6.69667,9.4126300
GJ 3779 b,GJ 3779,Radial Velocity,2018,3.02320000,0.026000,2.750,2.110000,0.070000,,3324.00,0.28,0.27,5.05,16.23344,13.7430000
GJ 3929 b,GJ 3929,Transit,2022,2.61623500,0.025200,1.090,7.300000,0.000000,568,3384.00,0.32,0.31,4.89,13.30000,15.8095000
GJ 3929 c,GJ 3929,Radial Velocity,2022,15.04000000,0.081000,2.260,2.720000,0.000000,317,3384.00,0.32,0.31,4.89,13.30000,15.8095000
GJ 393 b,GJ 393,Radial Velocity,2021,7.02679000,0.054020,1.170,5.870000,,485,3579.00,0.43,0.43,4.88,7.43568,7.0314900
GJ 3942 b,GJ 3942,Radial Velocity,2017,6.90500000,0.060800,2.570,2.310000,0.121000,590,3867.00,0.61,0.63,4.65,4.16712,16.9287000
GJ 3988 b,GJ 3988,Radial Velocity,2023,6.94420000,0.040500,1.740,3.850000,0.000000,348,3273.00,0.20,0.18,4.92,25.95307,9.9105000
GJ 3998 b,GJ 3998,Radial Velocity,2016,2.64977000,0.029000,1.380,5.160000,0.000000,,3722.00,0.49,0.50,4.77,5.18823,18.1459000
GJ 3998 c,GJ 3998,Radial Velocity,2016,13.74000000,0.089000,2.380,2.550000,0.049000,,3722.00,0.49,0.50,4.77,5.18823,18.1459000
GJ 411 b,GJ 411,Radial Velocity,2019,12.93940000,0.078790,1.450,4.850000,0.063000,350,3719.00,0.37,0.39,4.90,9.60131,5.6757730
GJ 414 A b,GJ 414 A,Radial Velocity,2021,50.80000000,0.232400,2.630,2.300000,0.450000,309,4120.00,0.68,0.65,4.65,2.15240,11.8893000
GJ 414 A c,GJ 414 A,Radial Velocity,2021,749.83000000,1.400000,8.400,0.499000,0.105000,125,4120.00,0.68,0.65,4.65,2.15240,11.8893000
GJ 422 b,GJ 422,Radial Velocity,2014,20.12900000,0.111000,3.330,1.650000,0.110000,,3323.00,0.37,0.35,4.85,9.92794,12.6631000
GJ 4276 b,GJ 4276,Radial Velocity,2019,13.35200000,0.082000,4.220,1.210000,0.370000,,3387.00,0.41,0.41,4.97,8.27661,21.3362000
GJ 433 b,GJ 433,Radial Velocity,2011,7.37050000,0.062000,2.330,2.630000,0.040000,,3461.00,0.50,0.48,4.81,6.36665,9.0645600
GJ 433 c,GJ 433,Radial Velocity,2014,5094.10500000,4.819000,6.270,0.723000,0.120000,,3472.00,0.47,0.48,4.76,6.36665,9.0645600
GJ 433 d,GJ 433,Radial Velocity,2020,36.05900000,0.178000,2.140,2.930000,0.070000,,3461.00,0.47,0.48,4.76,6.36665,9.0645600
GJ 436 b,GJ 436,Radial Velocity,2004,2.64388312,0.029100,4.170,1.800000,0.138270,686,3586.11,0.46,0.47,4.79,7.00000,9.7532100
GJ 463 b,GJ 463,Radial Velocity,2022,3448.00000000,3.530000,13.000,2.860000,0.090000,,3540.00,0.49,0.49,4.86,6.23131,18.3554000
GJ 480 b,GJ 480,Radial Velocity,2020,9.56700000,0.068000,3.690,1.440000,0.100000,,3381.00,0.46,0.45,4.78,6.73991,14.2358000
GJ 486 b,GJ 486,Radial Velocity,2021,1.46711900,0.017340,1.305,7.000000,0.050000,701,3340.00,0.33,0.32,4.89,12.10824,8.0742600
GJ 504 b,GJ 504,Imaging,2013,,43.500000,13.000,3.180000,,510,6234.00,1.26,1.22,4.60,0.63882,17.5299000
GJ 514 b,GJ 514,Radial Velocity,2022,140.43000000,0.422000,2.130,2.960000,0.450000,202,3728.00,0.50,0.51,4.76,5.55556,7.6177800
GJ 536 b,GJ 536,Radial Velocity,2016,8.70760000,0.066610,2.170,2.880000,0.080000,,3685.00,0.50,0.52,4.75,5.44450,10.4092000
GJ 581 b,GJ 581,Radial Velocity,2005,5.36860000,0.040610,4.110,1.250000,0.000000,,3396.00,0.33,0.31,4.89,12.22384,6.2981000
GJ 581 c,GJ 581,Radial Velocity,2007,12.91400000,0.072100,2.210,2.800000,0.000000,,3396.00,0.33,0.31,4.89,12.22384,6.2981000
GJ 581 e,GJ 581,Radial Velocity,2009,3.14900000,0.028150,1.170,5.830000,0.000000,,3396.00,0.33,0.31,4.89,12.22384,6.2981000
GJ 625 b,GJ 625,Radial Velocity,2017,14.62800000,0.078361,1.490,4.680000,0.130000,,3499.00,0.31,0.30,4.94,11.72633,6.4724900
GJ 649 b,GJ 649,Radial Velocity,2009,600.10000000,1.112000,10.800,0.358000,0.083000,,3734.00,0.50,0.51,4.76,5.25992,10.3796000
GJ 667 C b,GJ 667 C,Radial Velocity,2012,7.20300000,0.050431,2.250,2.740000,0.200000,,3350.00,,0.33,4.69,,7.2439600
GJ 667 C c,GJ 667 C,Radial Velocity,2013,28.14000000,0.125000,1.770,3.770000,0.020000,,3350.00,,0.33,4.69,,7.2439600
GJ 667 C e,GJ 667 C,Radial Velocity,2013,62.24000000,0.213000,1.450,4.870000,0.020000,,3350.00,,0.33,4.69,,7.2439600
GJ 667 C f,GJ 667 C,Radial Velocity,2013,39.02600000,0.156000,1.450,4.870000,0.030000,,3350.00,,0.33,4.69,,7.2439600
GJ 667 C g,GJ 667 C,Radial Velocity,2013,256.20000000,0.549000,1.990,3.210000,0.080000,,3350.00,,0.33,4.69,,7.2439600
GJ 674 b,GJ 674,Radial Velocity,2007,4.69380000,0.039000,3.330,1.650000,0.200000,,3600.00,0.36,0.35,4.86,10.21003,4.5489600
GJ 676 A b,GJ 676 A,Radial Velocity,2010,1051.44521000,1.735000,12.800,4.820000,0.319000,,3734.00,0.69,0.63,4.62,3.23229,16.0272000
GJ 676 A c,GJ 676 A,Radial Velocity,2016,13921.42302000,9.726000,12.300,12.700000,0.295000,,4006.03,0.65,0.63,4.61,3.23229,16.0272000
GJ 676 A d,GJ 676 A,Radial Velocity,2012,3.60076000,0.039000,1.780,3.720000,0.192000,,4006.03,0.65,0.63,4.61,3.23229,16.0272000
GJ 676 A e,GJ 676 A,Radial Velocity,2012,35.47358000,0.181000,2.470,2.430000,0.152000,,4006.03,0.65,0.63,4.61,3.23229,16.0272000
GJ 680 b,GJ 680,Radial Velocity,2022,17281.66514000,10.138000,12.000,25.400000,0.381000,,3563.00,0.46,0.46,4.77,6.64048,9.6731500
GJ 682 b,GJ 682,Radial Velocity,2014,17.47800000,0.080000,1.930,3.360000,0.080000,,3028.00,0.30,0.27,4.93,14.59297,5.0067100
GJ 682 c,GJ 682,Radial Velocity,2014,57.32000000,0.176000,2.890,1.980000,0.100000,,3028.00,0.30,0.27,4.93,14.59297,5.0067100
GJ 685 b,GJ 685,Radial Velocity,2019,24.16000000,0.134400,2.950,1.930000,0.000000,,3816.00,0.54,0.55,4.72,4.44737,14.3155000
GJ 687 b,GJ 687,Radial Velocity,2014,38.14200000,0.163000,4.320,1.170000,0.170000,,3413.00,0.42,0.40,4.86,8.37834,4.5493900
GJ 687 c,GJ 687,Radial Velocity,2020,727.56200000,1.165000,4.140,1.240000,0.400000,,3413.00,0.42,0.40,4.82,8.37834,4.5493900
GJ 720 A b,GJ 720 A,Radial Velocity,2021,19.46600000,0.119000,3.770,1.400000,0.120000,401,3837.00,0.56,0.57,4.71,3.99136,15.5575000
GJ 724 b,GJ 724,Radial Velocity,2023,5.10128400,0.046850,3.270,1.690000,0.577000,611,3799.00,0.52,0.53,4.88,4.80552,16.9658000
GJ 740 b,GJ 740,Radial Velocity,2021,2.37756000,0.029000,1.530,4.540000,0.240000,829,3913.00,0.56,0.58,4.68,4.01176,11.1017000
GJ 806 b,GJ 806,Transit,2023,0.92632370,0.014060,1.331,4.400000,,940,3600.00,0.41,0.41,4.98,8.60000,12.0445000
GJ 806 c,GJ 806,Radial Velocity,2023,6.64064000,0.052300,2.280,2.690000,,490,3600.00,0.41,0.41,4.98,8.60000,12.0445000
GJ 832 b,GJ 832,Radial Velocity,2008,3853.00000000,3.700000,13.800,0.658000,0.050000,,3472.00,0.44,0.45,4.79,7.16403,4.9643500
GJ 849 b,GJ 849,Radial Velocity,2006,1925.31000000,2.320000,13.900,0.581000,0.029000,,3467.00,0.45,0.45,4.80,6.51372,8.8005800
GJ 849 c,GJ 849,Radial Velocity,2014,5990.00000000,4.950000,13.800,0.658000,0.092000,,3467.00,0.45,0.45,4.80,6.51372,8.8005800
GJ 86 b,GJ 86,Radial Velocity,1999,15.76491000,0.110000,12.900,3.600000,0.040000,,5182.00,0.77,0.93,4.63,2.51158,10.7836000
GJ 876 b,GJ 876,Radial Velocity,1998,61.11660000,0.208317,13.300,1.690000,0.032400,,3293.74,0.30,0.32,4.87,10.86557,4.6751700
GJ 876 c,GJ 876,Radial Velocity,2000,30.08810000,0.129590,14.000,0.455000,0.255910,,3293.74,0.30,0.32,4.87,10.86557,4.6751700
GJ 876 d,GJ 876,Radial Velocity,2005,1.93778000,0.020807,2.510,2.370000,0.207000,,3293.74,0.30,0.32,4.87,10.86557,4.6751700
GJ 876 e,GJ 876,Radial Velocity,2010,124.26000000,0.334300,3.920,1.330000,0.055000,,3271.00,0.30,0.32,4.87,10.86557,4.6751700
GJ 887 b,GJ 887,Radial Velocity,2020,9.26200000,0.068000,1.880,3.470000,0.000000,468,3688.00,0.47,0.49,4.78,6.05563,3.2900000
GJ 887 c,GJ 887,Radial Velocity,2020,21.78900000,0.120000,2.670,2.190000,,352,3688.00,0.47,0.49,4.78,6.05563,3.2900000
GJ 896 A b,GJ 896 A,Astrometry,2022,284.39000000,0.639650,13.300,1.680000,0.350000,,3345.00,0.39,0.44,4.83,8.83909,6.2602200
GJ 9066 c,GJ 9066,Radial Velocity,2020,771.36000000,0.880000,9.600,0.415000,0.460000,,3154.00,0.16,0.15,5.01,36.04136,4.4710000
GJ 9404 b,GJ 9404,Radial Velocity,2023,13.45860000,0.094300,3.480,1.550000,0.490000,,3811.00,0.63,0.62,4.63,3.49830,23.8839000
GJ 96 b,GJ 96,Radial Velocity,2018,73.94000000,0.291000,4.670,1.060000,0.440000,,3785.00,0.58,0.60,4.67,4.11988,11.9315000
GJ 9689 b,GJ 9689,Radial Velocity,2020,18.27000000,0.113900,3.070,1.830000,0.290000,453,3836.00,0.57,0.59,4.69,3.77614,30.6203000
GJ 9714 b,GJ 9714,Radial Velocity,2022,19240.75467000,12.319000,12.500,8.410000,0.155000,,4263.00,0.66,0.67,4.62,3.24611,20.5121000
GJ 9827 b,GJ 9827,Transit,2017,1.20897400,0.018900,1.440,7.858000,0.063000,1035,4236.00,0.58,0.62,4.72,3.97000,29.6610000
GJ 9827 c,GJ 9827,Transit,2017,3.64810300,0.039500,1.130,7.142000,0.094000,716,4236.00,0.58,0.62,4.72,3.76000,29.6610000
GJ 9827 d,GJ 9827,Transit,2017,6.20181200,0.056300,1.890,2.454000,0.130000,600,4236.00,0.58,0.62,4.72,3.76000,29.6610000
GPX-1 b,GPX-1,Transit,2021,1.74457900,0.033800,16.477,8.222423,0.000000,2300,7000.00,1.56,1.68,4.27,0.62032,655.0130000
GQ Lup b,GQ Lup,Imaging,2004,,100.000000,33.600,0.921000,,2650,4360.00,1.94,0.70,3.65,,151.1690000
GSC 06214-00210 b,GSC 06214-00210,Imaging,2010,,320.000000,20.176,3.350000,,2300,4200.00,0.90,0.90,4.37,1.32072,108.5000000
GU Psc b,GU Psc,Imaging,2014,,2000.000000,14.179,6.920000,,1050,4031.81,0.45,0.33,4.78,6.89528,47.5501000
Gaia-1 b,Gaia-1,Transit,2022,3.05252400,0.040470,13.776,1.120000,,,5470.00,0.95,0.95,4.44,1.46000,363.6600000
Gaia-2 b,Gaia-2,Transit,2022,3.69152240,0.046700,14.818,0.439000,,1213,5720.00,1.06,1.00,4.37,0.84800,209.2290000
Gl 378 b,Gl 378,Radial Velocity,2019,3.82200000,0.039435,3.660,1.460000,0.109000,830,3879.00,0.56,0.56,4.69,4.44497,14.9545000
Gl 49 b,Gl 49,Radial Velocity,2019,13.85080000,0.090500,2.240,2.750000,0.363000,,3805.00,0.51,0.52,4.69,4.79974,9.8528000
Gl 686 b,Gl 686,Radial Velocity,2018,15.53000000,0.091000,2.460,2.450000,0.050000,379,3656.00,0.43,0.43,4.87,7.14549,8.1572800
HAT-P-1 b,HAT-P-1,Transit,2006,4.46529976,0.055610,14.785,0.282000,0.000000,1322,5980.00,1.17,1.15,4.36,0.90800,158.9790000
HAT-P-11 b,HAT-P-11,Transit,2008,4.88780244,0.052540,4.360,1.680000,0.218000,838,4780.00,0.68,0.81,4.66,3.70008,37.7647000
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,3407.00000000,4.130000,13.300,1.710000,0.601000,,4780.00,0.68,0.81,4.66,3.70008,37.7647000
HAT-P-12 b,HAT-P-12,Transit,2009,3.21305980,0.038400,10.749,0.319200,0.000000,963,4650.00,0.70,0.73,4.61,3.10867,142.7510000
HAT-P-13 b,HAT-P-13,Transit,2009,2.91625000,0.043830,14.258,0.362000,0.013300,1740,5653.00,1.76,1.32,4.13,0.23563,246.8100000
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,446.27000000,1.258000,12.300,13.400000,0.661600,340,5653.00,1.76,1.32,4.13,0.23563,246.8100000
HAT-P-14 b,HAT-P-14,Transit,2010,4.62767000,0.059600,15.917,1.560000,0.110000,1624,6600.00,1.82,2.65,4.25,0.62000,222.6630000
HAT-P-15 b,HAT-P-15,Transit,2010,10.86350000,0.096500,11.882,1.960000,0.190000,904,5568.00,1.07,1.00,4.38,1.14000,192.5160000
HAT-P-16 b,HAT-P-16,Transit,2010,2.77596000,0.041300,14.448,2.420000,0.036000,1626,6158.00,1.24,1.22,4.34,1.10400,226.6370000
HAT-P-17 b,HAT-P-17,Transit,2010,10.33852000,0.088200,11.769,0.640000,0.350000,792,5246.00,0.87,0.99,4.53,2.08000,92.3831000
HAT-P-17 c,HAT-P-17,Radial Velocity,2010,5584.00000000,5.600000,13.100,2.640000,0.390000,,5336.96,0.84,0.92,4.55,2.19868,92.3831000
HAT-P-18 b,HAT-P-18,Transit,2010,5.50802300,0.055900,11.153,0.250000,0.084000,852,4803.00,0.75,0.77,4.57,2.94000,161.4000000
